"Marketplace ID","Merchant ID","Order Date","Transaction Type","Is Invoice Corrected","Order ID","Shipment Date","Shipment ID","Transaction ID",ASIN,SKU,Quantity,"Tax Calculation Date","Tax Rate","Product Tax Code",Currency,"Tax Type","Tax Calculation Reason Code","Tax Reporting Scheme","Tax Collection Responsibility","Tax Address Role","Jurisdiction Level","Jurisdiction Name","OUR_PRICE Tax Inclusive Selling Price","OUR_PRICE Tax Amount","OUR_PRICE Tax Exclusive Selling Price","OUR_PRICE Tax Inclusive Promo Amount","OUR_PRICE Tax Amount Promo","OUR_PRICE Tax Exclusive Promo Amount","SHIPPING Tax Inclusive Selling Price","SHIPPING Tax Amount","SHIPPING Tax Exclusive Selling Price","SHIPPING Tax Inclusive Promo Amount","SHIPPING Tax Amount Promo","SHIPPING Tax Exclusive Promo Amount","GIFTWRAP Tax Inclusive Selling Price","GIFTWRAP Tax Amount","GIFTWRAP Tax Exclusive Selling Price","GIFTWRAP Tax Inclusive Promo Amount","GIFTWRAP Tax Amount Promo","GIFTWRAP Tax Exclusive Promo Amount","Seller Tax Registration","Seller Tax Registration Jurisdiction","Buyer Tax Registration","Buyer Tax Registration Jurisdiction","Buyer Tax Registration Type","Buyer E Invoice Account Id","Invoice Level Currency Code","Invoice Level Exchange Rate","Invoice Level Exchange Rate Date","Converted Tax Amount","VAT Invoice Number","Invoice Url","Export Outside EU","Ship From City","Ship From State","Ship From Country","Ship From Postal Code","Ship From Tax Location Code","Ship To City","Ship To State","Ship To Country","Ship To Postal Code","Ship To Location Code","Return Fc Country","Is Amazon Invoiced","Original VAT Invoice Number","Invoice Correction Details","SDI Invoice Delivery Status","SDI Invoice Error Code","SDI Invoice Error Description","SDI Invoice Status Last Updated Date","EInvoice URL"
FR,16912242125,"27-Jun-2021 UTC",SHIPMENT,FALSE,407-9602337-9338723,"28-Jun-2021 UTC",27554531370302,27554531370302,B07RQVSG2Z,HE-1YX5-DPFG,1,"27-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-224","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a04ef520c-a604-4071-8119-08cc8f1bd558&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,Courbevoie,,FR,92400,802500000,,true,,,,,,,
FR,16912242125,"19-Jun-2021 UTC",SHIPMENT,FALSE,171-7687985-7658708,"21-Jun-2021 UTC",31037423434302,31037423434302,B07RQVSG2Z,HE-1YX5-DPFG,1,"19-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-63,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a95493138-f736-490c-b9cb-20704f7725ca&t=EU_Retail_Forward",false,"SEVREY CEDEX",Bourgogne-Franche-Comte,FR,71311,802500000,Ambillou,"Centre / Indre et Loire",FR,37340,802500000,,true,,,,,,,
FR,16912242125,"28-Jun-2021 UTC",SHIPMENT,FALSE,405-7786884-4196323,"29-Jun-2021 UTC",31568021911302,31568021911302,B07RQVSG2Z,HE-1YX5-DPFG,2,"29-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,31.80,5.30,26.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-265","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a2f58fca1-1d33-4b8f-b712-41b79693b409&t=EU_Retail_Forward",false,"MONTELIMAR CEDEX",Montelimar,FR,26132,802500000,"Le Chesnay",,FR,78150,802500000,,true,,,,,,,
FR,16912242125,"30-Jun-2021 UTC",SHIPMENT,FALSE,404-2835388-5993900,"30-Jun-2021 UTC",26387516951302,26387516951302,B08HKGXFNX,PhotoMagnet10,1,"30-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-294","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a4e152b01-1e87-462f-9a53-205b2937e15a&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,FELLETIN,,FR,23500,802500000,,true,,,,,,,
IT,16912242125,"28-Jun-2021 UTC",SHIPMENT,FALSE,403-6575861-4353127,"28-Jun-2021 UTC",31116195159302,31116195159302,B085B8YPR2,kalixo-LC250ml,1,"28-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipFrom,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-250","https://www.Amazon.it/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a6ff15550-7beb-4fda-ac6a-4e58766d6dd3&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,L’aquila,Aq,IT,67100,803800000,,true,,,,,,,
FR,16912242125,"24-Jun-2021 UTC",SHIPMENT,FALSE,402-2207877-8354742,"24-Jun-2021 UTC",31084948837302,31084948837302,B08HKGXFNX,PhotoMagnet10,1,"24-Jun-2021 UTC",0.00,A_GEN_STANDARD,EUR,VAT,NonTaxable,,Seller,ShipFrom,Country,ITALY,15.90,0.00,15.90,0.00,0.00,0.00,2.49,0.00,2.49,-2.49,0.00,-2.49,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,,0.00,DOC-168086141-2021-11,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3ac2169526-470a-4bda-85aa-0e47f9760698&t=EU_3P_Supplier_Forward",false,"Passo Corese",RI,IT,02032,803800000,"St Yvi",,FR,29140,802500000,,true,,,,,,,
FR,16912242125,"25-Jun-2021 UTC",SHIPMENT,FALSE,403-2170311-6325155,"25-Jun-2021 UTC",28576170242302,28576170242302,B07RQVSG2Z,HE-1YX5-DPFG,1,"25-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-185","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3aa9f4efba-3bd4-47ed-a9eb-b7c0edb49b34&t=EU_Retail_Forward",false,"SARAN CEDEX",FR,FR,45772,802500000,"Roissy en brie",,FR,77680,802500000,,true,,,,,,,
FR,16912242125,"28-Jun-2021 UTC",SHIPMENT,FALSE,402-5741073-0620365,"28-Jun-2021 UTC",31561607695302,31561607695302,B07RQVSG2Z,HE-1YX5-DPFG,3,"28-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,47.70,7.95,39.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-242","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a66f45814-3fca-470d-a88e-36843253047b&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,"ATHIS MONS",,FR,91200,802500000,,true,,,,,,,
FR,16912242125,"19-Jun-2021 UTC",SHIPMENT,FALSE,403-0117787-6033108,"20-Jun-2021 UTC",31040524776302,31040524776302,B07RQVSG2Z,HE-1YX5-DPFG,1,"19-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-46,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a8653c576-25b9-4a46-8427-174eceb72017&t=EU_Retail_Forward",false,"SEVREY CEDEX",Bourgogne-Franche-Comte,FR,71311,802500000,Lyon,,FR,69002,802500000,,true,,,,,,,
FR,16912242125,"22-Jun-2021 UTC",SHIPMENT,FALSE,406-7525593-9973927,"23-Jun-2021 UTC",31475069527302,31475069527302,B07KSD6NXZ,"Kalibel-ProtegeToilettesx5",1,"22-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,14.90,2.48,12.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-119","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3ac6409a6a-a898-4408-b6ff-01a1c767bca2&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,"Neuilly Sur Seine",,FR,92200,802500000,,true,,,,,,,
FR,16912242125,"24-Jun-2021 UTC",SHIPMENT,FALSE,406-4063846-7173944,"24-Jun-2021 UTC",28569301867302,28569301867302,B07G8N7198,"SdCpL-CremeFigueBarbarie200ml",1,"24-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,25.90,4.32,21.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-154","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a2e6f3c6e-5633-4923-9c11-73a5b0f5e487&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,"Fontenay aux roses",,FR,92260,802500000,,true,,,,,,,
FR,16912242125,"30-Jun-2021 UTC",SHIPMENT,FALSE,408-9618407-4968307,"30-Jun-2021 UTC",31587375647302,31587375647302,B07KSD6NXZ,"Kalibel-ProtegeToilettesx5",2,"30-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,29.80,4.96,24.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-298","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a819e5f88-06e4-4643-8874-455018f1cbd4&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,"Pont évêque",,FR,38780,802500000,,true,,,,,,,
FR,16912242125,"23-Jun-2021 UTC",SHIPMENT,FALSE,407-1296407-6801918,"24-Jun-2021 UTC",31080303700302,31080303700302,B07KSD6NXZ,"Kalibel-ProtegeToilettesx5",1,"23-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,14.90,2.48,12.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-139","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a9e6dd845-ed9c-4ff9-b670-484cd190a1b3&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,"Mont dol",,FR,35120,802500000,,true,,,,,,,
FR,16912242125,"25-Jun-2021 UTC",SHIPMENT,FALSE,405-1049976-1721944,"25-Jun-2021 UTC",31518021633302,31518021633302,B08MCPBD36,"Kalibo-chifoumi8+",1,"25-Jun-2021 UTC",0.00,A_GEN_STANDARD,EUR,VAT,NonTaxable,,Seller,ShipFrom,Country,SPAIN,12.90,0.00,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,,0.00,DOC-168086141-2021-13,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a601a6661-3b15-4f39-a2ca-96f1d72c1606&t=EU_3P_Supplier_Forward",false,Barcelona,Barcelona,ES,08820,807240000,Marignana,,FR,20141,,,true,,,,,,,
FR,16912242125,"22-Jun-2021 UTC",SHIPMENT,FALSE,406-4309528-7709106,"23-Jun-2021 UTC",27516154397302,27516154397302,B07RQVSG2Z,HE-1YX5-DPFG,1,"22-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-115","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3acfb486dd-8e38-4fa9-9959-7a3fcf3d8f1e&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,Halluin,,FR,59250,802500000,,true,,,,,,,
FR,16912242125,"18-Jun-2021 UTC",SHIPMENT,FALSE,404-5251756-2165107,"19-Jun-2021 UTC",31027907414302,31027907414302,B07RQVSG2Z,HE-1YX5-DPFG,1,"18-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipFrom,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-20,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a1f914f9e-ef70-4cae-b4b1-b49c73cb4d97&t=EU_Retail_Forward",false,"SARAN CEDEX",FR,FR,45772,802500000,Overijse,,BE,3090,800560000,,true,,,,,,,
FR,16912242125,"27-Jun-2021 UTC",SHIPMENT,FALSE,407-9074857-9574762,"28-Jun-2021 UTC",31548529138302,31548529138302,B07RQVSG2Z,HE-1YX5-DPFG,1,"27-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-233","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a739d9f26-33de-490e-aa63-3a767a14718f&t=EU_Retail_Forward",false,"MONTELIMAR CEDEX",Montelimar,FR,26132,802500000,Strasbourg,,FR,67100,802500000,,true,,,,,,,
FR,16912242125,"25-Jun-2021 UTC",SHIPMENT,FALSE,403-4337601-6073910,"26-Jun-2021 UTC",31526795849302,31526795849302,B07RQVSG2Z,HE-1YX5-DPFG,1,"25-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-191","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3afb320503-3a3a-410f-a83f-b99e83473aea&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,Chartres,,FR,28000,802500000,,true,,,,,,,
FR,16912242125,"21-Jun-2021 UTC",SHIPMENT,FALSE,171-5087585-4127548,"22-Jun-2021 UTC",31461446682302,31461446682302,B07RQVSG2Z,HE-1YX5-DPFG,1,"21-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-93,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a97ecdbc2-6441-4ae6-b932-94a64c2843b6&t=EU_Retail_Forward",false,"SEVREY CEDEX",Bourgogne-Franche-Comte,FR,71311,802500000,VOGLANS,,FR,73420,802500000,,true,,,,,,,
FR,16912242125,"26-Jun-2021 UTC",SHIPMENT,FALSE,404-5722321-4956338,"29-Jun-2021 UTC",27548725108302,27548725108302,B07XWRQ3BN,"Kalibel-CeintureSecuriteGrossesseX2",1,"28-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipFrom,Country,FRANCE,39.90,6.65,33.25,0.00,0.00,0.00,2.00,0.33,1.67,-2.00,-0.33,-1.67,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-257","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3afa2b807a-a2dc-432c-b747-ee45f8df18a4&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,Dudelange,,LU,0351,804420000,,true,,,,,,,
FR,16912242125,"18-Jun-2021 UTC",SHIPMENT,FALSE,408-7091919-7700322,"18-Jun-2021 UTC",27474366871302,27474366871302,B07RQVSG2Z,HE-1YX5-DPFG,1,"18-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-4,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a7016d180-2102-4b9b-b5c3-e6efdb9d0c67&t=EU_Retail_Forward",false,"SARAN CEDEX",FR,FR,45772,802500000,THIAIS,,FR,94320,802500000,,true,,,,,,,
FR,16912242125,"22-Jun-2021 UTC",SHIPMENT,FALSE,171-8734909-6005131,"23-Jun-2021 UTC",31076209419302,31076209419302,B07RQVSG2Z,HE-1YX5-DPFG,1,"23-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-122","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3aa92d68fc-4092-4389-9af1-fcfdffbf3f68&t=EU_Retail_Forward",false,"Brétigny sur Orge",France,FR,91220,802500000,Orleans,,FR,45000,802500000,,true,,,,,,,
FR,16912242125,"24-Jun-2021 UTC",SHIPMENT,FALSE,407-0719475-4298717,"25-Jun-2021 UTC",31506605588302,31506605588302,B07RQVSG2Z,HE-1YX5-DPFG,1,"24-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-180","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a77b48a4a-cdae-489a-bba3-b96201592ae6&t=EU_Retail_Forward",false,"MONTELIMAR CEDEX",Montelimar,FR,26132,802500000,"LEMPDES SUR ALLAGNON",,FR,43410,802500000,,true,,,,,,,
FR,16912242125,"23-Jun-2021 UTC",SHIPMENT,FALSE,408-7875800-8887538,"23-Jun-2021 UTC",28561528963302,28561528963302,B07RQVSG2Z,HE-1YX5-DPFG,1,"23-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-125","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a64403303-8c69-47d9-9a23-c4ea0943286f&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,Bailly,,FR,78870,802500000,,true,,,,,,,
FR,16912242125,"22-Jun-2021 UTC",SHIPMENT,FALSE,171-7738206-2743501,"23-Jun-2021 UTC",27517686073302,27517686073302,B07RQVSG2Z,HE-1YX5-DPFG,1,"22-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-128","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a0778d247-188e-4486-b797-5c8a95dc0a2c&t=EU_Retail_Forward",false,"SARAN CEDEX",FR,FR,45772,802500000,ablis,,FR,78660,802500000,,true,,,,,,,
FR,16912242125,"28-Jun-2021 UTC",SHIPMENT,FALSE,408-1570424-3958754,"29-Jun-2021 UTC",28602777900302,28602777900302,B07RQVSG2Z,HE-1YX5-DPFG,1,"29-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-274","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a911dc04b-df6b-45f3-b070-677e0cc9bc6a&t=EU_Retail_Forward",false,"MONTELIMAR CEDEX",Montelimar,FR,26132,802500000,FRANCHEVILLE,,FR,69340,802500000,,true,,,,,,,
FR,16912242125,"18-Jun-2021 UTC",SHIPMENT,FALSE,404-3799027-1879566,"19-Jun-2021 UTC",31031387099302,31031387099302,B07RQVSG2Z,HE-1YX5-DPFG,1,"18-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-23,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3ab1135d80-c8cf-484e-82f7-872d0771b190&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,VALLET,,FR,44330,802500000,,true,,,,,,,
FR,16912242125,"18-Jun-2021 UTC",SHIPMENT,FALSE,404-3290418-1496323,"19-Jun-2021 UTC",31030182526302,31030182526302,B07RQVSG2Z,HE-1YX5-DPFG,1,"18-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,15.90,2.65,13.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,INV-FR-168086141-2021-24,"https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3abfab4e1b-b497-49cc-8834-7d7a0f11c104&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,ECHENEVEX,,FR,01170,802500000,,true,,,,,,,
FR,16912242125,"24-Jun-2021 UTC",SHIPMENT,FALSE,405-3739931-9333949,"24-Jun-2021 UTC",31084231950302,31084231950302,B07G8N7198,"SdCpL-CremeFigueBarbarie200ml",1,"24-Jun-2021 UTC",0.20,A_GEN_STANDARD,EUR,VAT,Taxable,,Seller,ShipTo,Country,FRANCE,25.90,4.32,21.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FR94899420079,FR,,,,,,0.00,,0.00,"INV-FR-168086141-2021-145","https://www.Amazon.fr/gp/invoice/download.html?v=urn%3aalx%3adoc%3a9d8cab0f-1f96-4462-8642-ace99a371392%3a7a64b957-fa82-4049-81b6-052ae3022eef&t=EU_Retail_Forward",false,"LAUWIN PLANQUE CEDEX",Hauts-de-France,FR,59353,802500000,"St Mards en Othe",,FR,10160,802500000,,true,,,,,,,
